129.23848,26.749987
116.34162,29.248257
97.39287,18.246819
61.940163,16.15841
23.476007,58.824844
113.444115,16.331781
21.422709,23.901272
58.42363,69.19106
42.87919,52.224533
93.570564,25.85265
53.82975,16.078909
12.266441,74.05662
76.09667,71.014626
40.823257,51.970226
30.130337,47.357773
98.315155,33.56034
74.93734,55.09246
74.58117,64.35166
99.149574,51.28955
38.99659,51.896606
88.909035,61.22601
96.13854,26.396305
63.963184,24.693724
71.94684,11.63151
70.2405,15.668946
25.841227,47.161713
113.80493,57.256714
47.189987,44.659767
84.51087,40.997055
78.36694,16.9963
41.646732,63.419506
25.115541,11.812428
19.249807,43.164177
71.44509,19.196627
60.66472,38.892742
73.88489,47.048786
43.96689,36.198933
99.03123,54.544678
19.480844,61.531387
39.361145,52.75538
87.3919,25.39941
123.03681,48.322754
32.08964,14.275802
57.99811,11.518849
97.24079,15.646867
9.83915,13.720044
94.576744,27.508059
130.3605,10.9608965
57.047142,30.167187
67.2471,48.008038
47.01832,57.28824
111.265656,23.298216
6.939356,60.151573
81.29272,46.04517
106.29746,32.644287
108.2875,13.152952
95.673096,28.159725
104.87049,51.433018
53.38078,50.768143
49.630035,14.385277
75.95377,45.987846
90.71792,47.12114
15.855611,69.867516
105.406685,25.638838
79.83837,32.445984
129.31677,52.893745
80.263405,18.390524
20.902449,50.018982
52.310226,39.846943
94.05929,22.56888
125.76146,37.40886
115.14316,11.532608
15.367374,59.129513
57.686714,69.770775
134.7701,63.171463
79.85003,35.118385
55.04875,35.345345
121.399536,29.693884
110.417885,27.052174
98.41429,14.978654
87.76101,32.072285
92.76203,27.424654
114.60993,23.935669
103.41984,8.919564
70.25916,36.795006
77.968956,59.440536
73.70894,39.056084
81.18778,24.231962
47.568565,34.169617
118.32147,50.204033
88.64326,27.142626
116.593834,29.91647
88.044914,9.806915
121.240746,32.97454
62.69136,44.147095
67.626755,37.444637
30.164326,37.71817
17.187803,72.38712
93.635506,67.48075
95.29163,51.344727
